model,wall_seed,seat,prevalent_wind,score,rank,win,self_draw,deal_in,deal_in_fan,big_deal_in,draw,draw_tenpai,call_rate,decisions,mean_decision_ms,p95_decision_ms,max_decision_ms,invalid_or_timeout,steps
final_raw,2026082851,0,0,-17.0,4.0,0,0,1,9,0,0,0,0.0,29,1.8237017191432674,1.8472873605787754,2.0162537693977356,0,58
final_raw,2026082851,1,0,-8.0,2.5,0,0,0,0,0,0,0,0.0,33,1.7845344757943442,1.8368002027273178,2.0573469810187817,0,66
final_raw,2026082851,2,0,-8.0,2.5,0,0,0,0,0,0,0,0.0,29,1.7605163156986237,1.7983932979404926,1.8020309507846832,0,58
final_raw,2026082851,3,0,33.0,1.0,1,0,0,0,0,0,0,0.034482758620689655,29,1.7906484226214474,1.786846574395895,3.0662878416478634,0,58
final_raw,2026082852,0,2,35.0,1.0,1,0,0,0,0,0,0,0.04918032786885246,61,1.8162544984675821,1.8406203016638756,1.8576700240373611,0,122
final_raw,2026082852,1,2,-19.0,4.0,0,0,1,11,0,0,0,0.0136986301369863,73,1.780580939750557,1.8369636498391628,1.8399287946522236,0,146
final_raw,2026082852,2,2,-8.0,2.5,0,0,0,0,0,0,0,0.0,44,1.759089434265413,1.8023294862359762,1.8156818114221096,0,88
final_raw,2026082852,3,2,-8.0,2.5,0,0,0,0,0,0,0,0.0,61,1.747021230212489,1.7775977030396461,1.7865821719169617,0,122
final_raw,2026082853,0,1,-16.0,3.0,0,0,0,0,0,0,0,0.0,57,1.8161734190295662,1.8430360592901707,1.8942300230264664,0,115
final_raw,2026082853,1,1,-8.0,2.5,0,0,0,0,0,0,0,0.0,65,1.7850972425479155,1.8390811048448086,2.0569968037307262,0,130
final_raw,2026082853,2,1,-18.0,4.0,0,0,1,10,0,0,0,0.046153846153846156,65,1.763955489374124,1.7970218323171139,1.8176441080868244,0,130
final_raw,2026082853,3,1,48.0,1.0,1,1,0,0,0,0,0,0.0,58,1.7515561736092484,1.781649817712605,1.7949948087334633,0,115
final_raw,2026082854,0,1,-21.0,3.0,0,0,0,0,0,0,0,0.02857142857142857,35,1.809929870069027,1.834674458950758,1.8644272349774837,0,71
final_raw,2026082854,1,1,-21.0,3.0,0,0,0,0,0,0,0,0.0,35,1.7720014788210392,1.8226549495011568,1.8335580825805664,0,71
final_raw,2026082854,2,1,-21.0,3.0,0,0,0,0,0,0,0,0.0,35,1.7555402325732368,1.7957123927772045,1.8305480480194092,0,71
final_raw,2026082854,3,1,63.0,1.0,1,1,0,0,0,0,0,0.0,36,1.7471469085042675,1.7815881874412298,1.7836932092905045,0,71
final_raw,2026082855,0,0,51.0,1.0,1,1,0,0,0,0,0,0.0,62,1.8180840228113435,1.8451048992574215,1.8635112792253494,0,123
